stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
61_1332,,Apelação (X) Bº Qta Fonte,,38.8179531042733,-9.13588655012029,,,,
61_746,,Arcena,,38.9077352552271,-9.05118096380831,,,,
61_740,,Arcena (R Ivone Silva) (X),,38.908275046589,-9.05024896886887,,,,
61_1269,,Arcena (R Ivone Silva Lte 2),,38.9069992689111,-9.0512919994575,,,,
61_741,,Arcena (R José Eduardo Vieira 40),,38.906723794206,-9.05190722934314,,,,
61_745,,Arcena (R José Eduardo Vieira 50),,38.9052945407853,-9.05070791204614,,,,
61_744,,Arcena (R José Eduardo Vieira 50),,38.9053819734465,-9.05082783022176,,,,
61_742,,Arcena (R José Eduardo Vieira Lte 2),,38.9065888149191,-9.05186889315108,,,,
61_748,,Arcena (X),,38.9031821892006,-9.05600109621804,,,,
61_747,,Arcena (X),,38.9031942954292,-9.05589753927072,,,,
61_332,,Arroja (Av Acácias) Café,,38.7943766181888,-9.19522917856341,,,,
61_41,,Arroja (Av Acácias) Fte Café,,38.7947170911391,-9.19535878348911,,,,
61_136,,Arroja (Estr Arroja) Chafariz,,38.796393421929,-9.18967461410562,,,,
61_916,,Arroja (Estr Arroja) Ponte,,38.794263453907,-9.1855977676232,,,,
61_912,,Arroja (Estr Arroja) Ponte,,38.7944024979239,-9.18585773570791,,,,
61_1201,,Arroja (Estr Arroja 1),,38.7957198929888,-9.1883371398949,,,,
61_862,,Arroja (Estr Arroja 12),,38.7956059186513,-9.18806875211432,,,,
61_43,,Arroja (Pcta Manuela Porto),,38.7988946538766,-9.19290671827982,,,,
61_2102,,Arroja (Prof Bissaya Barreto) (X) R Dr Elysio Mour,,38.7966578210792,-9.19093755093375,,,,
61_1347,,Arroja (Prof Bissaya Barreto) (X) R Dr Elysio Mour,,38.7966223292893,-9.19046382622034,,,,
61_2381,,Arroja (R Clementina Carneiro Moura) (X) R Moreira,,38.7966298768042,-9.19427656855531,,,,
61_2380,,Arroja (R Clementina Carneiro Moura 7),,38.7966147202441,-9.19487696826803,,,,
61_402,,Arroja (R Dr João Santos) Lgo Escola,,38.7978903552969,-9.19353416365539,,,,
61_403,,Arroja (R Dr João Santos 38) Lgo Escola,,38.7981589022287,-9.19354645367477,,,,
61_47,,Arroja (R M Guilh Ascenso) Centro Comercial,,38.7974028650174,-9.19229087572993,,,,
61_48,,Arroja (R M Guilh Ascenso) Centro Comercial,,38.797072428106,-9.1922946544669,,,,
61_49,,Aruil (R Dr Fontes 130) (X) R Escola Primária,,38.8410318922778,-9.25658507139483,,,,
61_700,,Aruil (R Dr Joaquim Fontes) (X) R G Ant Ferreira,,38.8389154490455,-9.25545185690149,,,,
61_52,,Aruil (R Dr Joaquim Fontes) Café,,38.8367280626115,-9.25357894409175,,,,
61_53,,Aruil (R Dr Joaquim Fontes) Café,,38.8393015012487,-9.25554252018227,,,,
61_50,,Aruil (R Dr Joaquim Fontes 130),,38.8352863443426,-9.25338827245497,,,,
61_55,,Aruil (R Dr Joaquim Fontes 130),,38.8349445804045,-9.25294930354905,,,,
61_51,,Aruil (R Dr Joaquim Fontes Fte 145),,38.8367403649361,-9.25358329212598,,,,
61_2359,,Aruil (X) Casal Serra,,38.832660955779,-9.25094629766877,,,,
61_59,,Aruil (X) R Casal Serra,,38.8322320659502,-9.25076510053845,,,,
61_60,,Aruil (X) R Escola,,38.8407981833251,-9.25636364780666,,,,
61_2132,,B§ Zambujeiro (R 25 Abril 13),,38.8576736881377,-9.15752374422934,,,,
61_2133,,B§ Zambujeiro (R D Pedro V 10),,38.8587739451843,-9.15778712248602,,,,
61_2000,,B§ Zambujeiro (R Jos‚ Afonso 39),,38.8588847084504,-9.1563054440186,,,,
61_711,,Belas (Av Gen Humb Delgado 29),,38.7765605810511,-9.26041881062079,,,,
61_70,,Belas (Av Gen Humb Delgado Fte 29),,38.7771917417875,-9.26056225013462,,,,
61_76,,Belas (Av Marinha Portuguesa),,38.7751772736817,-9.26064861838476,,,,
61_71,,Belas (Av Marinha Portuguesa),,38.7753984902478,-9.2616857365273,,,,
61_72,,Belas (Av Veiga Cunha 15),,38.7762471656625,-9.26897187975103,,,,
61_73,,Belas (Av Veiga Cunha 22A) Qta Oliveirinha,,38.776224991986,-9.26845374356164,,,,
61_74,,Belas (Jardim 25 Abril),,38.7757701671885,-9.26399863185767,,,,
61_1550,,Belas (Jardim 25 Abril),,38.7759672659988,-9.26411417634266,,,,
61_1200,,Bemposta (Capela),,38.9102338937549,-9.12838153220437,,,,
61_755,,Bemposta (Capela),,38.9100753852454,-9.1286747400241,,,,
61_754,,Bemposta (Capela),,38.9100845164178,-9.12873493513852,,,,
61_753,,Bemposta (Lgo Prudênciana),,38.911268129555,-9.12903576985141,,,,
